Hours_Studied,Exam_Score,Parental_Involvement,Motivation_Level,Previous_Scores,Attendance,Access_to_Resources,Learning_Disabilities
24,68,Medium,Low,81,69,High,No
18,66,Medium,High,76,68,Medium,No
26,64,Low,Medium,86,67,High,Yes
24,70,Medium,High,76,91,Low,No
24,70,High,Medium,96,69,Low,No
12,66,Medium,Low,97,81,High,No
27,70,Medium,Medium,86,78,Medium,No
22,71,High,Medium,96,83,High,No
18,70,Low,Medium,96,95,High,Yes
21,70,Medium,Medium,63,95,Medium,No
9,66,High,Low,100,78,Medium,No
22,64,High,Low,63,61,Medium,No
14,66,High,Low,51,77,High,No
12,68,High,High,98,84,Medium,No
11,61,Low,Low,61,82,Low,No
27,72,Medium,Medium,79,86,Medium,No
16,66,High,Medium,99,66,High,No
29,68,Low,Medium,52,86,Low,No
17,61,Low,High,63,67,Medium,No
10,67,High,Low,80,90,Medium,No
13,66,High,Low,88,74,High,Yes
27,74,Medium,Medium,90,88,Medium,No
19,66,High,Medium,94,62,Medium,No
17,67,High,Medium,58,76,Medium,No
21,71,High,Medium,69,88,Low,No
23,66,High,High,86,69,Low,No
27,71,Medium,High,86,92,Medium,No
29,72,High,High,65,85,Medium,No
18,66,Medium,Medium,65,84,Medium,No
12,62,High,Low,66,74,Low,No
18,66,High,Low,95,79,Medium,No
22,69,Low,Medium,95,84,High,No
14,64,Medium,Medium,51,79,Medium,No
14,69,Medium,Medium,66,88,Medium,No
22,69,High,Medium,70,77,Low,No
20,64,High,High,99,68,Low,Yes
20,68,Medium,Medium,97,69,High,Yes
15,63,Medium,Low,81,60,Medium,No
19,64,High,Low,52,72,Medium,No
14,69,Medium,Medium,60,90,High,No
25,71,Low,Medium,72,92,High,No
26,67,Medium,Low,98,68,High,No
9,67,High,Low,55,98,Medium,No
14,66,High,High,90,80,Low,No
11,67,Medium,Medium,60,97,High,No
16,68,Low,Low,75,88,High,No
19,69,Medium,Low,88,89,Medium,No
11,62,High,High,85,63,High,Yes
14,66,Medium,High,89,69,Medium,No
14,63,Medium,Medium,91,60,Medium,No
21,67,Low,Medium,65,89,Low,No
20,68,High,High,68,74,Medium,No
16,66,Medium,Low,91,91,Low,No
21,66,Medium,Medium,52,74,Medium,No
17,67,High,Low,76,93,Medium,No
18,66,High,Medium,96,65,Medium,No
30,69,Medium,Medium,94,67,Medium,No
28,72,Medium,High,90,74,High,No
12,60,Medium,Medium,51,76,Low,No
25,68,Low,High,94,74,High,No
25,72,Low,Medium,96,91,Medium,No
13,64,Medium,Low,83,64,High,No
25,65,Low,High,65,74,Medium,No
13,59,Low,Medium,88,63,Medium,No
14,67,Medium,Low,91,98,Medium,No
26,73,Medium,Medium,67,99,Medium,Yes
22,64,Medium,Low,66,64,High,No
23,67,Medium,Low,87,72,High,No
22,69,High,Low,84,75,Medium,No
22,69,Medium,Medium,76,91,Low,No
12,67,High,Medium,71,84,High,No
26,72,Medium,Medium,83,86,High,No
19,62,Medium,Medium,54,65,High,No
20,69,Medium,Medium,79,93,Low,No
11,68,High,Low,61,88,High,No
23,70,Low,Medium,89,96,Medium,No
20,68,Low,Medium,85,88,Medium,No
27,67,Medium,Low,95,68,Medium,No
18,66,High,Low,57,77,Medium,No
23,66,Low,Low,63,80,High,No
14,62,Medium,Medium,63,62,High,No
20,72,Medium,High,89,98,Medium,Yes
19,64,Medium,Medium,76,65,High,No
21,68,Medium,Low,63,88,Medium,No
18,66,Medium,Medium,57,80,High,No
19,68,Medium,High,95,61,High,No
25,75,Low,High,85,97,High,No
17,67,Low,High,76,94,Low,Yes
10,65,Low,Medium,98,81,Medium,No
30,68,Medium,Medium,92,69,Medium,No
28,67,Medium,High,59,65,Medium,No
12,63,Medium,High,75,75,Medium,No
24,67,Medium,Low,74,70,High,No
17,67,Medium,Medium,92,80,Medium,No
22,73,Medium,High,57,99,Medium,No
22,67,Medium,High,73,83,Medium,No
19,71,Medium,Medium,82,96,Medium,No
15,67,Low,Medium,97,86,Medium,No
16,68,High,Medium,95,79,Low,No
15,68,Low,Medium,77,94,Low,No
15,66,High,Medium,80,79,Medium,No
20,68,High,Low,93,95,Low,No
16,63,Medium,Medium,87,72,Low,No
24,68,High,Medium,94,65,High,No
29,74,Low,Medium,95,94,High,No
17,65,Low,Low,92,83,Medium,Yes
21,69,Medium,Medium,50,96,Medium,No
23,70,Medium,Medium,66,98,High,No
23,65,Medium,High,70,62,Low,No
20,68,Medium,Medium,84,80,Medium,No
24,65,Low,Medium,65,75,Medium,No
23,68,Medium,Low,66,85,High,No
13,68,Medium,Low,70,92,High,No
25,66,Medium,Low,98,71,Medium,No
25,70,High,High,72,82,Medium,No
15,66,Medium,Medium,57,88,Medium,No
20,64,Medium,Medium,50,65,High,No
24,70,Medium,Medium,62,93,High,No
19,68,High,Low,97,84,Medium,Yes
26,74,Low,Low,98,98,High,No
34,71,High,Medium,76,74,Low,No
15,61,Medium,Low,82,64,Medium,No
12,64,Medium,Medium,90,80,Low,No
22,64,High,High,53,63,Low,No
24,73,High,Medium,69,99,Medium,No
19,62,Medium,Medium,82,62,High,Yes
29,71,Low,Medium,95,90,Medium,Yes
12,68,High,Medium,86,81,Medium,No
24,67,Medium,High,68,75,Low,No
16,63,Medium,High,95,63,Medium,No
30,71,Low,Medium,83,85,Medium,No
32,72,Medium,Low,92,83,Medium,No
15,66,High,High,69,71,Medium,No
17,67,Medium,Low,50,96,Medium,No
25,66,High,Medium,58,72,Medium,No
18,68,Low,Medium,96,78,Medium,Yes
20,64,Low,Low,52,82,Low,No
20,65,Medium,High,80,64,Medium,No
8,66,High,High,70,97,Medium,No
20,69,High,High,71,75,High,No
16,64,High,Low,70,63,High,No
17,65,Low,Medium,53,75,High,No
29,72,High,High,56,84,Medium,No
12,65,High,Low,53,81,Medium,No
25,70,Low,Medium,53,88,High,No
18,64,Medium,Medium,54,62,Medium,No
18,62,Medium,Low,85,71,Low,No
25,69,Medium,High,56,93,High,No
22,62,High,Low,63,63,Low,No
23,69,Low,Medium,83,94,Low,No
26,66,Medium,Medium,56,64,High,No
18,71,Medium,Medium,96,93,High,No
16,66,Medium,Low,74,74,High,No
13,64,High,Medium,98,84,Medium,Yes
15,63,Medium,High,60,66,High,No
38,69,Medium,High,52,63,High,No
27,68,High,Medium,80,69,High,Yes
12,63,High,Medium,66,65,High,No
12,64,Medium,High,79,72,Medium,No
23,66,Medium,Medium,74,81,Low,No
23,71,Medium,Medium,73,84,High,No
23,72,High,High,93,92,Medium,No
19,66,Medium,Low,75,84,High,No
22,65,Medium,Medium,71,76,Medium,No
21,66,Low,Low,84,79,Medium,No
7,62,Low,High,53,77,Medium,No
19,68,Medium,Medium,76,94,Low,No
15,65,Medium,High,74,69,Medium,No
21,62,Low,Low,99,60,High,No
38,74,High,High,88,86,Medium,No
22,64,Medium,Medium,58,68,Low,No
18,72,High,High,75,96,High,No
26,70,Medium,Medium,89,94,Medium,Yes
23,65,High,Medium,76,63,Medium,No
23,66,Medium,Low,68,64,High,No
24,67,Medium,Low,69,80,Medium,No
32,73,Medium,Medium,68,84,High,No
13,65,Medium,Low,51,71,High,No
23,74,High,Medium,87,89,High,No
14,66,Medium,Medium,81,84,Medium,No
23,67,Medium,Medium,63,73,Medium,No
17,71,High,Medium,65,90,High,No
18,63,Low,High,62,69,High,No
26,73,Low,Medium,87,93,High,No
26,68,High,Medium,90,77,Medium,No
13,66,Low,Medium,81,83,Medium,No
20,68,Low,Medium,89,95,Medium,Yes
16,66,Medium,Low,68,95,Low,No
12,62,Medium,Low,54,75,High,No
18,68,Medium,Medium,63,91,Medium,No
23,65,High,Medium,68,68,Low,No
12,73,High,Low,84,96,High,No
17,64,Medium,Medium,78,68,Low,No
26,67,Low,Medium,91,61,High,No
33,69,High,Medium,92,61,Medium,No
10,60,Low,High,53,85,Low,Yes
9,66,High,High,65,86,Medium,No
31,70,Low,High,94,72,High,No
22,66,High,Low,70,73,Medium,No
15,64,High,Medium,76,74,Medium,No
23,70,Medium,Medium,59,87,High,No
20,69,Medium,Medium,63,97,High,No
22,64,Medium,Low,91,69,Medium,Yes
26,72,Low,Medium,60,100,Medium,No
14,60,Medium,Low,68,67,Medium,Yes
21,70,Medium,High,55,91,Medium,No
14,62,Medium,Medium,79,69,Low,No
22,66,Medium,Medium,97,63,Medium,No
15,66,Medium,Low,59,95,Medium,No
18,65,Low,Medium,51,94,Medium,Yes
14,64,High,Medium,71,76,Medium,No
24,72,High,Medium,87,88,Medium,No
25,71,Medium,High,99,82,Medium,No
19,68,Low,Medium,53,94,High,No
20,68,High,Medium,89,73,Medium,Yes
11,64,Low,High,68,81,Medium,No
18,65,Low,Medium,58,79,Medium,No
20,64,Medium,Medium,60,74,High,No
36,75,Medium,Medium,96,96,Low,No
13,61,Low,Medium,90,67,Medium,No
29,68,High,Medium,66,66,High,No
26,70,Medium,Low,97,83,Medium,No
22,71,High,Medium,55,86,Medium,No
31,66,Low,Low,66,68,High,No
22,66,High,Low,83,76,Low,No
22,70,Medium,Low,100,98,Medium,No
20,62,Low,Medium,73,70,Medium,No
27,72,High,Low,91,87,Low,No
27,72,High,High,96,90,Medium,No
16,63,Low,Medium,50,78,Medium,No
12,69,High,Medium,64,98,Low,No
19,68,Medium,Medium,55,89,Medium,No
15,67,High,Low,89,78,High,No
20,71,High,High,78,83,High,No
27,67,Low,Low,55,88,Medium,No
17,62,Low,Low,71,84,Low,Yes
20,69,Medium,Medium,76,95,Medium,No
20,67,High,Medium,85,74,Medium,No
25,71,Medium,Medium,89,72,High,No
16,62,Low,Medium,74,62,Medium,No
21,64,High,Medium,58,62,Low,No
27,74,Medium,High,88,95,High,No
17,69,High,Medium,83,87,High,No
9,65,High,Medium,86,86,Medium,No
24,66,Low,Medium,54,85,Medium,No
16,70,Medium,Low,76,94,Medium,No
13,68,High,Medium,92,79,High,No
16,70,Low,Medium,86,95,Low,No
19,68,High,High,93,74,High,No
16,69,High,Medium,60,97,Low,No
7,66,Medium,Low,64,88,High,No
25,65,Medium,Medium,72,70,Medium,No
28,71,Medium,Medium,76,83,Medium,No
24,66,Medium,Medium,63,81,Low,No
13,61,Low,Low,69,66,Medium,No
19,69,Medium,Medium,84,84,Medium,No
20,65,Medium,Low,82,73,Medium,No
24,63,Medium,Medium,56,62,Medium,No
24,73,Medium,High,99,98,Low,No
16,68,High,Low,78,86,Medium,No
20,70,Medium,Medium,74,95,Medium,No
23,72,Medium,Medium,98,87,Medium,No
29,68,High,Medium,57,74,Medium,No
24,68,Medium,Medium,77,81,Medium,No
25,71,High,Medium,90,87,Medium,No
21,68,Low,Medium,70,98,Low,No
28,70,High,High,87,70,Low,No
22,70,Medium,Medium,95,95,Low,No
15,69,High,Low,63,97,Medium,No
28,73,High,High,62,87,Medium,No
24,72,Medium,Low,68,97,Medium,No
17,67,Medium,Medium,71,76,High,No
17,69,High,Medium,56,98,Medium,No
22,68,Low,Medium,62,88,Medium,No
23,64,High,Medium,94,62,Low,No
21,71,Low,Low,78,96,High,No
22,68,High,Medium,63,79,Medium,No
30,70,Medium,Medium,97,78,High,No
26,72,Medium,Medium,89,83,High,No
21,65,Low,High,68,66,High,No
26,70,Medium,Medium,88,79,High,Yes
14,69,Medium,Low,80,93,Medium,No
22,64,Medium,Low,84,61,Medium,No
31,67,Low,Medium,66,71,High,No
19,65,High,High,60,60,High,No
15,62,Low,Medium,63,77,Medium,No
16,68,High,Medium,54,89,Medium,No
13,68,Medium,High,74,92,High,No
15,68,Medium,Low,70,98,Medium,No
18,68,Medium,Medium,50,84,Low,No
12,62,Medium,Medium,93,70,Medium,No
20,72,Medium,Low,84,97,Low,No
25,69,Low,Medium,72,91,Medium,No
15,68,Medium,Low,98,83,High,No
29,71,Low,Medium,97,88,Medium,Yes
23,69,Low,Medium,55,97,High,No
26,71,Low,Medium,81,88,High,No
16,65,Medium,Low,91,75,High,No
25,68,Medium,Medium,59,89,High,Yes
13,60,Medium,Low,56,62,Medium,Yes
25,68,Medium,Low,63,75,Medium,No
21,66,Low,Medium,64,76,High,No
23,66,Medium,Low,98,67,Medium,No
13,62,Medium,Low,89,61,Medium,No
15,61,Medium,Medium,53,65,Medium,No
24,69,High,Low,89,86,Medium,No
14,69,Medium,High,58,92,High,No
23,74,Medium,Medium,68,100,Medium,No
12,62,Medium,Low,66,74,High,No
25,67,Medium,Medium,64,84,Medium,No
13,69,High,High,65,97,Medium,No
23,66,High,Medium,88,67,Low,No
24,72,Medium,Medium,63,89,High,No
16,69,High,Medium,90,90,Low,No
23,65,Medium,Medium,55,64,High,No
22,72,Medium,Low,80,94,High,No
17,69,Low,Low,93,93,Medium,No
14,60,Medium,Medium,54,61,High,Yes
8,61,High,High,82,64,Medium,Yes
22,63,High,Medium,76,62,Low,No
11,63,Medium,Medium,67,73,Medium,Yes
21,68,Medium,High,55,80,Medium,No
18,68,Medium,Low,84,81,Medium,No
24,65,High,Medium,65,71,Medium,No
18,71,Medium,Medium,67,96,High,No
18,64,Medium,Low,86,75,Medium,No
24,65,Medium,Medium,97,62,Medium,No
22,67,High,Low,67,72,Medium,No
22,67,High,Low,87,81,Medium,No
23,67,Low,Medium,98,76,Medium,No
25,67,High,High,76,65,High,No
24,72,High,High,51,93,Medium,Yes
14,69,Medium,High,91,100,Low,No
19,65,Medium,Low,64,73,Medium,No
20,66,High,Low,67,75,Medium,No
19,70,High,Low,84,85,High,No
22,71,High,Medium,89,89,High,No
29,67,Medium,Low,70,76,High,No
26,72,High,Medium,83,96,Medium,No
12,63,Low,Medium,98,82,Medium,No
24,67,High,Low,94,78,Low,No
28,72,Low,Medium,85,86,Medium,No
22,72,Medium,Low,97,98,Medium,Yes
27,70,Medium,Medium,94,92,Medium,No
32,67,High,Low,86,62,Medium,No
26,68,Medium,High,96,73,Medium,No
21,67,Low,High,91,79,Medium,No
26,70,High,Low,75,73,High,No
21,67,Medium,High,75,88,Low,No
20,71,Medium,Medium,50,93,Medium,No
18,69,High,Medium,52,89,Low,No
29,74,Medium,Medium,87,100,Medium,No
15,63,High,Medium,78,71,Low,No
29,72,Medium,Medium,88,95,Low,No
23,71,High,Low,97,91,Low,No
12,64,High,Medium,73,74,Medium,No
22,69,Medium,Medium,54,89,Medium,No
7,62,High,Medium,81,64,High,No
24,69,Medium,Medium,55,92,Medium,No
25,68,High,Low,81,81,Low,No
16,67,High,High,76,72,Medium,No
21,71,Medium,High,86,86,Medium,No
32,70,Medium,Low,68,86,Medium,No
17,63,High,Medium,57,68,Medium,No
14,60,Low,Medium,62,61,High,No
29,69,Medium,Medium,84,77,Medium,No
32,71,Medium,Medium,74,83,Medium,No
20,69,Low,Medium,77,95,Low,No
26,73,High,Medium,66,97,Low,No
28,73,Medium,Medium,92,81,High,No
16,68,Medium,Medium,100,90,Medium,No
17,67,High,Medium,66,78,Medium,No
27,74,Medium,High,86,90,High,No
30,68,Medium,Medium,59,68,High,No
23,69,High,Low,87,75,Medium,No
15,69,High,Medium,72,85,Medium,No
32,68,High,Medium,80,61,High,Yes
17,66,Low,Medium,62,89,High,No
18,69,Low,Medium,93,93,Low,No
22,66,Medium,Medium,59,76,Medium,No
29,72,Low,High,96,78,Medium,No
25,69,Medium,Low,53,94,Low,No
22,68,Medium,Medium,64,91,Medium,Yes
23,66,Medium,Medium,78,72,Medium,No
20,65,Medium,High,93,73,Low,No
23,71,Medium,High,79,87,Medium,No
5,61,Medium,Medium,61,83,Medium,No
18,63,Low,Medium,93,66,Medium,Yes
21,66,Medium,Low,80,72,High,No
13,69,Medium,Medium,62,96,High,No
22,71,High,Medium,78,88,High,No
19,73,High,High,84,99,Medium,No
31,72,High,Low,84,91,Medium,No
29,73,Medium,Low,86,98,High,No
17,65,Low,Medium,95,69,High,No
19,71,Low,Medium,91,91,High,No
20,65,High,Medium,80,61,Medium,No
17,67,Medium,Low,52,87,Medium,No
21,69,Medium,Medium,87,79,High,No
15,63,Low,Low,99,74,High,No
13,68,Low,High,65,94,High,No
24,70,High,High,80,94,Low,No
24,64,Medium,Low,88,61,Medium,No
15,64,Medium,Medium,82,84,Medium,Yes
25,68,Low,High,96,75,High,No
16,65,Medium,Medium,74,77,High,No
22,70,High,Medium,77,93,Medium,No
25,66,Medium,Low,52,72,Medium,No
20,70,High,Low,95,98,Low,No
23,66,Medium,High,63,67,Medium,No
17,69,Medium,Medium,99,87,Medium,No
19,69,High,High,60,87,High,No
19,64,High,Medium,63,70,High,No
16,64,Medium,Low,74,73,Medium,No
19,69,Low,Medium,83,93,Medium,No
11,67,Medium,High,72,90,Medium,No
17,63,Low,Low,68,73,Medium,Yes
18,67,Low,Low,77,81,High,No
18,65,Medium,Low,98,62,High,No
19,64,Medium,Low,98,68,Medium,No
20,68,High,Low,66,79,Medium,No
23,64,Low,High,84,63,Medium,No
25,70,High,Low,86,94,Medium,No
16,70,High,High,83,89,Medium,No
13,67,High,Medium,56,98,Low,No
14,69,High,Medium,77,88,High,No
17,70,High,Medium,88,98,Medium,No
18,69,High,Medium,60,82,High,No
15,65,Medium,Medium,67,84,Low,No
12,66,Medium,Medium,60,99,High,No
17,70,High,Medium,94,86,High,No
21,63,Medium,Low,93,61,Low,No
24,69,Low,Medium,58,89,Medium,No
17,74,High,Medium,88,96,High,No
18,70,Medium,Low,68,92,Medium,No
14,66,High,Medium,84,83,Medium,No
20,68,Low,Medium,75,87,High,Yes
15,67,Medium,Medium,74,100,Low,No
23,66,Medium,Low,94,64,Medium,No
9,65,High,Medium,82,87,Medium,No
18,66,Low,Medium,62,71,Medium,No
22,69,High,Medium,56,86,Medium,No
21,67,Low,Medium,97,84,Medium,No
36,69,Low,High,58,66,High,No
22,66,Medium,High,87,68,Medium,No
14,64,Medium,High,75,85,Medium,Yes
19,61,Medium,Low,57,65,Medium,Yes
9,61,Low,Medium,89,71,High,No
20,70,Medium,Low,95,93,Medium,No
15,65,Medium,Medium,56,73,High,No
25,67,High,Medium,53,80,Low,No
17,69,Low,Medium,92,98,Medium,No
19,63,Medium,Medium,75,69,Low,No
16,66,Medium,High,84,76,Medium,No
30,73,High,Medium,72,84,Medium,No
18,68,High,High,71,90,High,No
31,74,High,High,65,96,High,No
25,70,Low,Medium,78,97,Medium,No
23,68,High,Medium,58,91,Low,No
22,67,High,Low,86,69,High,Yes
22,65,High,Low,77,61,Medium,No
8,66,Medium,Medium,92,75,Medium,No
18,64,High,Medium,96,66,Medium,No
25,72,Medium,Low,95,88,Medium,No
20,70,Medium,High,80,86,Medium,No
12,60,Medium,Medium,66,62,Medium,No
20,68,Medium,Medium,68,93,Medium,No
30,71,Medium,Medium,83,70,High,No
27,68,Medium,Low,86,77,Medium,No
20,67,High,Low,58,87,Medium,Yes
26,70,Medium,Low,100,77,Medium,No
18,65,Medium,High,55,78,High,No
10,60,Medium,Medium,80,63,Medium,No
14,65,High,Low,77,76,Low,No
29,70,Medium,Low,80,91,Medium,No
18,69,Low,Medium,77,97,Low,No
19,64,High,Medium,53,77,Low,No
18,67,Low,Medium,100,77,Medium,Yes
31,73,Low,Low,99,88,Medium,No
30,74,Medium,High,76,98,High,No
33,67,Medium,Medium,60,71,Low,Yes
19,66,Low,Medium,59,78,High,No
22,69,Medium,Medium,53,92,Medium,Yes
11,64,High,Low,81,84,Medium,No
29,69,Medium,Medium,74,64,High,No
13,66,Low,Medium,71,85,High,No
21,65,High,Medium,76,67,Medium,Yes
13,67,Medium,High,94,80,Medium,No
16,67,Medium,Medium,54,81,High,No
15,68,Medium,High,77,95,Medium,No
16,65,Medium,Medium,85,78,Low,Yes
17,66,Medium,Low,99,71,Low,Yes
17,65,High,Low,87,69,Medium,No
25,71,Medium,High,77,95,Medium,No
13,63,Medium,Medium,88,67,High,No
21,70,High,Low,100,77,Low,No
27,70,High,High,94,67,High,No
17,67,Low,High,54,91,Medium,No
16,68,High,High,79,79,Medium,No
19,63,Medium,Medium,89,74,Low,No
27,70,Medium,Low,84,74,High,No
21,69,Medium,Low,71,94,Medium,No
17,66,Medium,Medium,66,82,Medium,No
23,70,Low,Medium,81,89,High,No
13,68,Medium,Low,71,96,High,No
24,70,Medium,Medium,70,96,Medium,No
22,67,Low,Medium,92,73,High,No
18,69,Medium,Medium,66,98,High,No
15,64,High,Medium,82,61,Low,No
15,62,High,Low,94,75,Medium,Yes
23,71,Medium,Medium,81,96,Medium,No
27,69,High,Medium,75,71,Medium,No
16,62,Medium,Low,52,71,High,No
23,66,Low,High,84,72,Medium,No
7,64,Medium,Low,100,84,High,Yes
16,66,Low,Medium,90,78,High,No
20,72,High,Medium,82,89,Medium,No
15,71,High,Medium,73,96,High,No
14,65,Medium,Medium,61,87,High,No
16,65,Medium,Medium,85,68,Medium,No
22,70,Medium,Medium,59,97,High,No
19,68,Medium,High,94,71,High,No
7,59,Medium,High,70,64,High,Yes
16,64,Low,Medium,61,83,Low,No
23,67,High,Medium,74,65,Medium,No
4,60,Low,Low,84,66,High,No
17,67,High,Low,65,72,High,No
17,65,Medium,Low,85,71,High,No
28,71,Medium,Medium,81,84,Medium,No
18,67,Low,Medium,69,93,Medium,No
22,69,Medium,Low,66,90,Medium,No
21,68,High,High,93,70,Medium,No
7,59,Medium,Medium,51,70,Medium,No
25,75,High,Low,86,99,High,No
21,59,Medium,Low,71,60,Medium,Yes
23,71,High,Low,86,95,Medium,No
44,71,High,Low,75,68,Low,No
7,66,Medium,High,54,98,Medium,No
30,69,Medium,Medium,99,74,Low,No
18,65,High,Low,54,78,Medium,Yes
22,68,Medium,Low,58,88,Medium,No
20,68,High,Medium,71,84,Low,No
17,67,Medium,High,97,73,Medium,No
17,68,High,Medium,65,82,Medium,No
22,68,Low,Medium,78,89,Medium,No
25,66,Medium,Medium,67,60,High,No
18,67,High,High,85,78,Low,No
13,63,Medium,Low,75,65,High,No
17,68,Medium,Medium,79,87,High,Yes
28,65,High,Low,61,69,Low,Yes
17,67,High,Medium,96,77,Medium,No
22,67,High,Medium,56,68,High,No
16,67,Medium,Medium,85,82,Medium,No
25,64,Medium,Low,94,65,Low,No
24,61,Medium,Medium,54,61,Medium,Yes
31,65,Medium,Medium,51,62,Medium,No
19,70,Low,High,67,98,High,No
24,67,Medium,Medium,89,66,High,No
21,68,High,Medium,86,88,Low,No
28,65,Medium,Medium,91,63,Medium,No
16,63,High,Low,70,64,Medium,No
24,72,Medium,Medium,100,80,High,No
19,68,High,Medium,68,79,Medium,No
20,73,Medium,Medium,90,98,High,No
21,71,High,High,68,98,Medium,Yes
22,70,Medium,Medium,61,91,High,No
19,68,High,Low,67,84,Medium,No
21,68,Medium,Medium,60,78,High,No
29,68,Medium,Low,56,74,Medium,No
26,71,Low,Medium,68,98,High,No
25,70,Medium,Low,57,84,Medium,No
17,67,High,Medium,75,83,Medium,Yes
15,61,Low,Medium,52,69,Medium,No
26,64,High,Low,72,62,Low,No
25,72,Low,Medium,98,98,Medium,No
29,67,High,Low,68,73,Medium,Yes
16,65,High,High,57,78,Low,No
19,64,Medium,High,65,65,Low,No
10,66,Low,Medium,90,93,Medium,No
18,62,Medium,Medium,66,61,Medium,No
26,70,Low,Medium,69,93,Medium,No
17,64,Medium,Medium,89,66,Medium,No
24,70,Medium,Low,63,95,Low,No
19,66,Medium,Medium,74,89,Low,No
22,62,Low,Medium,53,67,High,No
13,63,Low,High,59,83,Low,No
21,66,Low,High,60,73,Medium,No
19,70,Medium,Medium,91,94,High,No
10,63,Medium,Medium,68,76,Low,No
27,70,Medium,High,69,76,High,No
25,65,High,Medium,65,67,Medium,No
23,67,Medium,Medium,66,75,Low,No
29,73,High,Medium,70,95,Medium,No
30,71,Low,High,51,98,Medium,No
26,73,Medium,Low,81,98,Medium,No
19,65,Medium,Low,94,66,High,No
27,67,High,Medium,71,67,Medium,No
13,67,Medium,Low,83,95,Medium,No
15,69,High,Medium,79,76,High,No
16,61,Medium,Low,67,60,High,No
17,64,Medium,Medium,57,71,Low,No
14,64,Low,Low,61,84,High,No
27,68,Low,Low,53,92,Medium,No
18,62,Medium,Medium,88,65,Low,Yes
22,66,Medium,High,77,64,Medium,Yes
17,70,High,Medium,89,97,Low,No
9,67,High,Low,65,90,Medium,No
22,70,Medium,Medium,90,84,Medium,No
9,65,Medium,High,65,91,Medium,No
20,65,Low,Medium,56,77,Medium,No
12,70,Medium,Medium,77,90,High,No
32,72,High,High,97,75,Medium,No
25,65,Medium,Low,71,70,Medium,No
21,71,High,Medium,76,89,High,No
28,71,High,Low,73,77,High,No
15,72,Medium,High,73,99,High,No
23,64,Low,Low,61,74,Low,No
21,72,Medium,High,71,97,Medium,No
22,71,Low,Medium,75,97,Medium,No
28,66,Medium,Low,87,70,Medium,No
24,71,High,Medium,57,92,Low,No
22,67,Medium,High,79,77,Medium,No
10,69,High,Low,83,97,High,No
14,67,High,High,69,78,Medium,No
19,71,High,Medium,77,90,Medium,No
21,66,Medium,Low,86,79,Low,No
13,62,High,Low,73,69,High,No
34,67,Medium,High,67,68,Medium,No
29,70,Medium,High,91,77,Low,No
24,72,High,High,99,90,High,No
20,69,High,Medium,61,84,High,No
19,70,Medium,High,94,88,High,No
14,64,High,Medium,77,71,High,No
20,65,Medium,Low,72,79,Medium,No
22,66,Medium,Medium,95,62,High,No
13,68,Low,High,96,93,Medium,No
22,72,Medium,Medium,64,100,Medium,No
19,65,Medium,Medium,68,76,Low,No
9,60,Medium,Medium,93,60,Low,No
15,63,Medium,Medium,75,67,Medium,No
18,66,Low,Low,64,86,Low,No
31,73,Low,Low,98,84,Medium,No
23,71,Medium,Low,61,92,Medium,No
12,59,Medium,Low,81,70,Medium,Yes
23,70,Medium,Medium,71,91,Low,No
11,63,Medium,Low,73,88,Low,Yes
26,67,Medium,Medium,55,73,Medium,No
17,65,Low,Medium,63,82,Medium,No
19,64,Medium,Medium,58,66,Low,No
28,71,High,Low,87,78,Medium,No
12,70,Medium,Medium,85,95,High,No
12,63,Medium,Medium,90,77,Low,No
16,68,Low,Medium,85,94,Medium,No
26,67,Medium,Medium,56,84,Medium,No
11,66,Medium,Medium,99,68,High,No
3,63,High,Low,59,83,Low,No
17,65,Medium,Medium,68,80,Medium,Yes
23,66,Medium,Low,85,76,High,Yes
27,65,Medium,Medium,57,65,Medium,No
17,65,Low,Medium,59,77,Medium,No
18,63,High,Medium,94,63,Low,Yes
27,65,Medium,Medium,67,64,High,No
9,62,Low,Medium,83,77,High,Yes
18,66,Medium,Medium,93,72,Medium,No
21,71,Medium,Medium,99,97,Low,No
23,64,Low,High,61,75,Low,No
17,67,Medium,Low,56,90,Medium,No
20,68,Medium,Medium,87,81,Medium,No
5,63,Medium,Medium,59,88,Medium,No
16,64,Low,High,79,70,Medium,No
23,74,High,Medium,77,98,High,No
14,68,Low,Medium,78,81,Medium,No
20,68,Medium,Low,82,93,Medium,Yes
23,69,High,Medium,93,75,High,No
18,61,Low,Medium,64,64,Medium,Yes
21,69,Low,High,78,87,High,No
14,61,Low,Low,67,60,Low,No
19,67,Medium,Low,66,79,High,Yes
24,63,Low,Medium,51,68,High,No
21,68,Medium,Medium,80,85,Medium,Yes
16,68,Medium,Low,99,99,Medium,No
21,67,Medium,Low,88,79,Low,No
24,69,Low,High,62,93,Medium,No
8,64,High,Medium,86,80,Medium,No
27,67,Low,Low,65,80,Low,No
18,70,Medium,Low,88,97,High,Yes
23,72,Low,Low,93,96,High,No
27,71,Low,Medium,67,91,High,No
12,62,Medium,High,50,72,Medium,No
16,67,Medium,High,65,82,Medium,Yes
